loan_id,cust_id,loan_amount,loan_term,loan_type,overdue_days,issue_date,is_default
L000799,C000330,1440000,24,装修贷,0,2024-04-30,0
L000800,C000189,4780000,48,消费贷,0,2024-05-01,0
L000801,C000095,1890000,24,经营贷,0,2024-05-02,0
L000802,C000617,2550000,12,装修贷,30,2024-05-02,1
L000803,C000008,680000,36,消费贷,0,2024-05-03,0
L000804,C000067,1040000,12,消费贷,0,2024-05-03,0
L000805,C000496,3360000,48,消费贷,0,2024-05-04,0
L000806,C000191,1590000,24,经营贷,0,2024-05-05,0
L000807,C000366,3090000,24,消费贷,10,2024-05-05,0
L000808,C000768,3620000,12,消费贷,0,2024-05-06,0
L000809,C000521,4090000,12,经营贷,3,2024-05-06,0
L000810,C000990,3000000,48,经营贷,0,2024-05-07,0
L000811,C000117,3960000,36,消费贷,0,2024-05-08,0
L000812,C000267,900000,48,消费贷,0,2024-05-08,0
L000813,C000611,3570000,36,经营贷,0,2024-05-09,0
L000814,C000485,2560000,24,装修贷,10,2024-05-09,0
L000815,C000509,4960000,36,装修贷,0,2024-05-10,0
L000816,C000298,3530000,36,经营贷,0,2024-05-11,0
L000817,C000909,2200000,24,消费贷,0,2024-05-11,0
L000818,C000164,90000,24,消费贷,0,2024-05-12,0
L000819,C000376,120000,24,消费贷,30,2024-05-13,1
L000820,C000653,3250000,48,消费贷,0,2024-05-13,0
L000821,C000268,4380000,24,经营贷,0,2024-05-14,0
L000822,C000549,2440000,12,消费贷,60,2024-05-14,1
L000823,C000074,1820000,24,消费贷,0,2024-05-15,0
L000824,C000508,2840000,24,装修贷,0,2024-05-16,0
L000825,C000073,3120000,24,消费贷,0,2024-05-16,0
L000826,C000308,990000,36,消费贷,3,2024-05-17,0
L000827,C000199,1970000,48,消费贷,3,2024-05-17,0
L000828,C000130,4820000,24,经营贷,0,2024-05-18,0
L000829,C000758,3660000,48,经营贷,0,2024-05-19,0
L000830,C000824,2260000,12,消费贷,90,2024-05-19,1
L000831,C000572,3330000,12,经营贷,0,2024-05-20,0
L000832,C000791,1030000,24,经营贷,0,2024-05-20,0
L000833,C000615,1060000,12,装修贷,0,2024-05-21,0
L000834,C000808,3650000,48,装修贷,10,2024-05-22,0
L000835,C000832,3680000,36,装修贷,0,2024-05-22,0
L000836,C000487,580000,24,经营贷,0,2024-05-23,0
L000837,C000853,780000,12,消费贷,0,2024-05-23,0
L000838,C000151,750000,48,消费贷,0,2024-05-24,0
L000839,C000669,420000,48,消费贷,10,2024-05-25,0
L000840,C000206,4220000,12,经营贷,0,2024-05-25,0
L000841,C000986,3240000,48,装修贷,0,2024-05-26,0
L000842,C000179,1810000,48,经营贷,0,2024-05-27,0
L000843,C000197,330000,24,消费贷,0,2024-05-27,0
L000844,C000735,710000,48,经营贷,10,2024-05-28,0
L000845,C000089,560000,12,装修贷,0,2024-05-28,0
L000846,C000799,1050000,24,经营贷,3,2024-05-29,0
L000847,C000434,2000000,12,装修贷,0,2024-05-30,0
L000848,C000788,1010000,36,装修贷,0,2024-05-30,0
L000849,C000748,2560000,12,装修贷,0,2024-05-31,0
L000850,C000183,3070000,12,经营贷,0,2024-05-31,0
L000851,C000209,740000,24,经营贷,0,2024-06-01,0
L000852,C000493,1710000,48,消费贷,3,2024-06-02,0
L000853,C000130,3770000,12,消费贷,0,2024-06-02,0
L000854,C000665,1430000,24,经营贷,0,2024-06-03,0
L000855,C000013,1660000,36,消费贷,3,2024-06-03,0
L000856,C000634,3990000,24,装修贷,10,2024-06-04,0
L000857,C000871,2610000,24,消费贷,0,2024-06-05,0
L000858,C000732,2210000,48,装修贷,0,2024-06-05,0
L000859,C000106,830000,12,消费贷,0,2024-06-06,0
L000860,C000375,1820000,36,消费贷,3,2024-06-06,0
L000861,C000582,3070000,24,装修贷,10,2024-06-07,0
L000862,C000707,100000,12,消费贷,10,2024-06-08,0
L000863,C000698,3960000,12,消费贷,3,2024-06-08,0
L000864,C000099,40000,24,消费贷,0,2024-06-09,0
L000865,C000594,3510000,12,经营贷,10,2024-06-10,0
L000866,C000587,4020000,24,消费贷,0,2024-06-10,0
L000867,C000886,3360000,24,经营贷,0,2024-06-11,0
L000868,C000852,4880000,24,经营贷,0,2024-06-11,0
L000869,C000192,2920000,36,经营贷,60,2024-06-12,1
L000870,C000325,2810000,24,经营贷,30,2024-06-13,1
L000871,C000979,2150000,48,经营贷,0,2024-06-13,0
L000872,C000726,4600000,12,消费贷,3,2024-06-14,0
L000873,C000827,980000,36,装修贷,10,2024-06-14,0
L000874,C000956,4200000,12,消费贷,0,2024-06-15,0
L000875,C000467,1010000,36,经营贷,0,2024-06-16,0
L000876,C000894,4510000,48,消费贷,3,2024-06-16,0
L000877,C000367,90000,36,装修贷,0,2024-06-17,0
L000878,C000318,610000,36,消费贷,0,2024-06-17,0
L000879,C000144,3090000,36,消费贷,3,2024-06-18,0
L000880,C000384,1460000,12,经营贷,30,2024-06-19,1
L000881,C000216,4270000,24,经营贷,0,2024-06-19,0
L000882,C000361,4190000,12,消费贷,3,2024-06-20,0
L000883,C000324,630000,24,经营贷,0,2024-06-20,0
L000884,C000015,1210000,12,经营贷,0,2024-06-21,0
L000885,C000217,2260000,48,装修贷,0,2024-06-22,0
L000886,C000492,1050000,48,经营贷,0,2024-06-22,0
L000887,C000951,4620000,36,消费贷,10,2024-06-23,0
L000888,C000547,2600000,48,消费贷,0,2024-06-24,0
L000889,C000183,3490000,36,装修贷,0,2024-06-24,0
L000890,C000270,4250000,24,装修贷,0,2024-06-25,0
L000891,C000945,2550000,48,消费贷,30,2024-06-25,1
L000892,C000467,4290000,24,消费贷,0,2024-06-26,0
L000893,C000870,4340000,12,经营贷,0,2024-06-27,0
L000894,C000612,2070000,24,消费贷,0,2024-06-27,0
L000895,C000519,280000,12,消费贷,10,2024-06-28,0
L000896,C000542,1700000,24,消费贷,0,2024-06-28,0
L000897,C000467,3360000,24,消费贷,0,2024-06-29,0
L000898,C000305,760000,48,消费贷,0,2024-06-30,0
L000899,C000985,1160000,24,经营贷,3,2024-06-30,0
L000900,C000144,690000,48,消费贷,0,2024-07-01,0
L000901,C000111,3540000,48,消费贷,0,2024-07-01,0
L000902,C000232,2340000,36,消费贷,0,2024-07-02,0
L000903,C000691,10000,36,消费贷,0,2024-07-03,0
L000904,C000584,1670000,12,消费贷,3,2024-07-03,0
L000905,C000722,3520000,24,消费贷,0,2024-07-04,0
L000906,C000732,2180000,12,经营贷,30,2024-07-05,1
L000907,C000592,2730000,24,消费贷,60,2024-07-05,1
L000908,C000500,3680000,36,消费贷,0,2024-07-06,0
L000909,C000595,2510000,36,消费贷,3,2024-07-06,0
L000910,C000554,3470000,24,经营贷,3,2024-07-07,0
L000911,C000273,3440000,24,装修贷,30,2024-07-08,1
L000912,C000703,4190000,36,消费贷,0,2024-07-08,0
L000913,C000173,1740000,36,装修贷,0,2024-07-09,0
L000914,C000973,1700000,12,消费贷,0,2024-07-09,0
L000915,C000007,2460000,36,装修贷,10,2024-07-10,0
L000916,C000155,4230000,24,消费贷,0,2024-07-11,0
L000917,C000522,900000,12,经营贷,0,2024-07-11,0
L000918,C000546,490000,24,经营贷,0,2024-07-12,0
L000919,C000548,4460000,48,消费贷,0,2024-07-12,0
L000920,C000921,2940000,12,装修贷,0,2024-07-13,0
L000921,C000518,4070000,24,经营贷,0,2024-07-14,0
L000922,C000920,1500000,36,消费贷,0,2024-07-14,0
L000923,C000914,1320000,48,消费贷,30,2024-07-15,1
L000924,C000215,4330000,24,消费贷,0,2024-07-15,0
L000925,C000134,590000,12,装修贷,3,2024-07-16,0
L000926,C000285,4570000,24,经营贷,0,2024-07-17,0
L000927,C000126,3240000,48,消费贷,0,2024-07-17,0
L000928,C000921,1990000,12,经营贷,10,2024-07-18,0
L000929,C000439,2150000,48,装修贷,3,2024-07-19,0
L000930,C000849,3860000,24,经营贷,0,2024-07-19,0
L000931,C000686,490000,36,经营贷,60,2024-07-20,1
L000932,C000152,4720000,36,经营贷,30,2024-07-20,1
L000933,C000331,2320000,24,消费贷,60,2024-07-21,1
L000934,C000538,2470000,24,消费贷,0,2024-07-22,0
L000935,C000383,3820000,24,装修贷,0,2024-07-22,0
L000936,C000115,4790000,12,消费贷,0,2024-07-23,0
L000937,C000894,2390000,48,装修贷,0,2024-07-23,0
L000938,C000482,4150000,48,消费贷,0,2024-07-24,0
L000939,C000284,3670000,48,消费贷,3,2024-07-25,0
L000940,C000899,1680000,24,装修贷,0,2024-07-25,0
L000941,C000075,480000,48,经营贷,0,2024-07-26,0
L000942,C000166,510000,24,消费贷,0,2024-07-26,0
L000943,C000189,2990000,12,经营贷,3,2024-07-27,0
L000944,C000078,980000,36,经营贷,0,2024-07-28,0
L000945,C000947,4390000,24,经营贷,10,2024-07-28,0
L000946,C000602,2160000,24,消费贷,0,2024-07-29,0
L000947,C000688,1770000,36,装修贷,3,2024-07-29,0
L000948,C000021,3800000,36,装修贷,90,2024-07-30,1
L000949,C000566,4740000,12,消费贷,0,2024-07-31,0
L000950,C000184,800000,48,装修贷,90,2024-07-31,1
L000951,C000871,1850000,24,装修贷,0,2024-08-01,0
L000952,C000222,3670000,48,经营贷,0,2024-08-02,0
L000953,C000827,4610000,24,经营贷,0,2024-08-02,0
L000954,C000328,3990000,12,消费贷,0,2024-08-03,0
L000955,C000179,270000,36,消费贷,10,2024-08-03,0
L000956,C000788,4520000,12,经营贷,0,2024-08-04,0
L000957,C000112,4640000,36,装修贷,0,2024-08-05,0
L000958,C000736,4480000,48,经营贷,0,2024-08-05,0
L000959,C000726,4780000,48,经营贷,0,2024-08-06,0
L000960,C000059,4920000,12,消费贷,0,2024-08-06,0
L000961,C000327,4140000,36,消费贷,3,2024-08-07,0
L000962,C000905,4200000,12,消费贷,0,2024-08-08,0
L000963,C000621,1950000,36,消费贷,0,2024-08-08,0
L000964,C000897,2140000,36,经营贷,0,2024-08-09,0
L000965,C000669,3690000,48,消费贷,0,2024-08-09,0
L000966,C000191,3420000,48,经营贷,0,2024-08-10,0
L000967,C000200,1140000,36,消费贷,10,2024-08-11,0
L000968,C000312,2420000,36,经营贷,0,2024-08-11,0
L000969,C000708,1240000,36,经营贷,0,2024-08-12,0
L000970,C000035,3050000,48,消费贷,0,2024-08-12,0
L000971,C000379,760000,48,消费贷,0,2024-08-13,0
L000972,C000387,3110000,24,消费贷,3,2024-08-14,0
L000973,C000758,4690000,36,装修贷,0,2024-08-14,0
L000974,C000237,3120000,24,消费贷,0,2024-08-15,0
L000975,C000616,1960000,36,经营贷,3,2024-08-16,0
L000976,C000519,3510000,48,装修贷,0,2024-08-16,0
L000977,C000283,440000,24,经营贷,0,2024-08-17,0
L000978,C000001,4150000,24,消费贷,0,2024-08-17,0
L000979,C000731,1860000,12,装修贷,0,2024-08-18,0
L000980,C000464,3430000,36,消费贷,30,2024-08-19,1
L000981,C000230,2460000,48,消费贷,0,2024-08-19,0
L000982,C000967,4370000,12,装修贷,3,2024-08-20,0
L000983,C000172,840000,12,经营贷,0,2024-08-20,0
L000984,C000087,2070000,36,消费贷,10,2024-08-21,0
L000985,C000553,1510000,12,消费贷,0,2024-08-22,0
L000986,C000123,1560000,36,消费贷,0,2024-08-22,0
L000987,C000843,160000,12,经营贷,0,2024-08-23,0
L000988,C000298,1650000,36,消费贷,0,2024-08-23,0
L000989,C000885,4050000,48,装修贷,0,2024-08-24,0
L000990,C000929,4630000,36,装修贷,3,2024-08-25,0
L000991,C000690,1450000,36,装修贷,30,2024-08-25,1
L000992,C000575,4980000,24,消费贷,0,2024-08-26,0
L000993,C000484,370000,48,经营贷,0,2024-08-26,0
L000994,C000165,3330000,48,装修贷,10,2024-08-27,0
L000995,C000699,4030000,48,装修贷,0,2024-08-28,0
L000996,C000383,4140000,12,消费贷,90,2024-08-28,1
L000997,C000209,450000,24,消费贷,0,2024-08-29,0
L000998,C000739,4020000,48,消费贷,0,2024-08-30,0
L000999,C000432,2060000,12,经营贷,0,2024-08-30,0
L001000,C000389,620000,12,经营贷,0,2024-08-31,0
L001001,C000560,4200000,12,装修贷,0,2024-08-31,0
L001002,C000224,3560000,24,消费贷,30,2024-09-01,1
L001003,C000003,4680000,12,消费贷,90,2024-09-02,1
L001004,C000372,3080000,24,消费贷,0,2024-09-02,0
L001005,C000687,190000,36,消费贷,0,2024-09-03,0
L001006,C000446,3650000,12,消费贷,0,2024-09-03,0
L001007,C000611,3000000,48,经营贷,10,2024-09-04,0
L001008,C000116,70000,12,经营贷,0,2024-09-05,0
L001009,C000270,2490000,36,经营贷,0,2024-09-05,0
L001010,C000447,4280000,36,消费贷,0,2024-09-06,0
L001011,C000368,1170000,12,消费贷,0,2024-09-06,0
L001012,C000253,680000,36,消费贷,90,2024-09-07,1
L001013,C000317,340000,24,装修贷,0,2024-09-08,0
L001014,C000415,1940000,24,消费贷,0,2024-09-08,0
L001015,C000095,3250000,12,装修贷,0,2024-09-09,0
L001016,C000785,550000,24,消费贷,0,2024-09-09,0
L001017,C000892,2660000,24,装修贷,0,2024-09-10,0
L001018,C000024,4800000,48,装修贷,0,2024-09-11,0
L001019,C000628,420000,12,消费贷,0,2024-09-11,0
L001020,C000663,2970000,36,经营贷,0,2024-09-12,0
L001021,C000850,4610000,12,消费贷,0,2024-09-13,0
L001022,C000050,2310000,24,装修贷,0,2024-09-13,0
L001023,C000502,4530000,48,消费贷,3,2024-09-14,0
L001024,C000718,3780000,12,消费贷,0,2024-09-14,0
L001025,C000498,3940000,12,经营贷,0,2024-09-15,0
L001026,C000335,100000,24,装修贷,0,2024-09-16,0
L001027,C000079,3580000,24,消费贷,0,2024-09-16,0
L001028,C000582,4750000,12,经营贷,0,2024-09-17,0
L001029,C000027,4440000,24,消费贷,30,2024-09-17,1
L001030,C000271,1280000,24,消费贷,0,2024-09-18,0
L001031,C000562,1790000,24,经营贷,0,2024-09-19,0
L001032,C000804,4050000,24,消费贷,3,2024-09-19,0
L001033,C000247,3920000,24,消费贷,0,2024-09-20,0
L001034,C000776,1930000,48,装修贷,60,2024-09-20,1
L001035,C000591,920000,24,消费贷,0,2024-09-21,0
L001036,C000387,3690000,36,经营贷,10,2024-09-22,0
L001037,C000702,2310000,12,消费贷,10,2024-09-22,0
L001038,C000559,780000,48,消费贷,90,2024-09-23,1
L001039,C000973,850000,48,消费贷,30,2024-09-23,1
L001040,C000361,300000,24,经营贷,30,2024-09-24,1
L001041,C000866,2130000,12,经营贷,3,2024-09-25,0
L001042,C000984,490000,36,消费贷,0,2024-09-25,0
L001043,C000488,2650000,24,消费贷,0,2024-09-26,0
L001044,C000352,1450000,12,装修贷,0,2024-09-27,0
L001045,C000701,690000,24,消费贷,60,2024-09-27,1
L001046,C000928,580000,24,装修贷,3,2024-09-28,0
L001047,C000256,1850000,24,消费贷,30,2024-09-28,1
L001048,C000222,620000,24,经营贷,10,2024-09-29,0
L001049,C000884,4790000,24,消费贷,0,2024-09-30,0
L001050,C000753,3080000,24,装修贷,0,2024-09-30,0
L001051,C000781,4450000,24,经营贷,0,2024-10-01,0
L001052,C000001,2960000,36,消费贷,0,2024-10-01,0
L001053,C000546,1660000,48,消费贷,0,2024-10-02,0
L001054,C000446,1710000,36,经营贷,60,2024-10-03,1
L001055,C000079,630000,24,经营贷,3,2024-10-03,0
L001056,C000236,1470000,24,消费贷,0,2024-10-04,0
L001057,C000334,4840000,36,消费贷,0,2024-10-04,0
L001058,C000889,3060000,36,装修贷,0,2024-10-05,0
L001059,C000349,1610000,48,消费贷,0,2024-10-06,0
L001060,C000098,1410000,36,经营贷,0,2024-10-06,0
L001061,C000082,3340000,48,消费贷,0,2024-10-07,0
L001062,C000502,970000,24,装修贷,0,2024-10-07,0
L001063,C000967,4460000,12,装修贷,0,2024-10-08,0
L001064,C000477,2210000,12,装修贷,30,2024-10-09,1
L001065,C000927,430000,12,消费贷,0,2024-10-09,0
L001066,C000704,4330000,12,装修贷,0,2024-10-10,0
L001067,C000765,2920000,24,消费贷,0,2024-10-11,0
L001068,C000921,3780000,12,经营贷,0,2024-10-11,0
L001069,C000550,1080000,36,经营贷,0,2024-10-12,0
L001070,C000014,2660000,36,消费贷,3,2024-10-12,0
L001071,C000392,950000,12,装修贷,0,2024-10-13,0
L001072,C000347,2620000,36,消费贷,0,2024-10-14,0
L001073,C000310,3130000,48,经营贷,0,2024-10-14,0
L001074,C000386,3850000,24,经营贷,0,2024-10-15,0
L001075,C000209,710000,12,经营贷,0,2024-10-15,0
L001076,C000357,4420000,12,消费贷,0,2024-10-16,0
L001077,C000974,2190000,24,消费贷,3,2024-10-17,0
L001078,C000601,210000,36,装修贷,10,2024-10-17,0
L001079,C000568,920000,24,消费贷,3,2024-10-18,0
L001080,C000094,1270000,24,消费贷,0,2024-10-18,0
L001081,C000093,800000,36,消费贷,0,2024-10-19,0
L001082,C000340,3120000,24,消费贷,90,2024-10-20,1
L001083,C000597,2380000,36,装修贷,0,2024-10-20,0
L001084,C000445,4710000,36,消费贷,0,2024-10-21,0
L001085,C000757,3720000,24,经营贷,0,2024-10-21,0
L001086,C000022,4040000,48,消费贷,0,2024-10-22,0
L001087,C000291,4860000,36,消费贷,0,2024-10-23,0
L001088,C000485,1820000,24,消费贷,0,2024-10-23,0
L001089,C000784,250000,36,消费贷,0,2024-10-24,0
L001090,C000306,1560000,48,消费贷,30,2024-10-25,1
L001091,C000634,50000,48,经营贷,0,2024-10-25,0
L001092,C000128,1200000,12,消费贷,0,2024-10-26,0
L001093,C000625,2770000,36,消费贷,0,2024-10-26,0
L001094,C000939,180000,36,消费贷,0,2024-10-27,0
L001095,C000273,4310000,24,消费贷,0,2024-10-28,0
L001096,C000848,1980000,36,装修贷,10,2024-10-28,0
L001097,C000442,570000,12,经营贷,0,2024-10-29,0
L001098,C000503,930000,48,消费贷,10,2024-10-29,0
L001099,C000130,190000,48,消费贷,0,2024-10-30,0
L001100,C000132,3840000,12,装修贷,0,2024-10-31,0
L001101,C000597,3530000,36,消费贷,30,2024-10-31,1
L001102,C000935,1930000,36,装修贷,0,2024-11-01,0
L001103,C000482,2370000,12,消费贷,0,2024-11-01,0
L001104,C000862,3870000,24,装修贷,0,2024-11-02,0
L001105,C000390,4260000,48,装修贷,0,2024-11-03,0
L001106,C000593,2770000,12,经营贷,0,2024-11-03,0
L001107,C000999,2270000,12,消费贷,0,2024-11-04,0
L001108,C000985,2330000,36,消费贷,0,2024-11-04,0
L001109,C000325,400000,48,消费贷,0,2024-11-05,0
L001110,C000069,3230000,36,消费贷,3,2024-11-06,0
L001111,C000660,1530000,12,消费贷,10,2024-11-06,0
L001112,C000448,1270000,24,消费贷,3,2024-11-07,0
L001113,C000528,2370000,48,经营贷,0,2024-11-08,0
L001114,C000819,4860000,12,经营贷,30,2024-11-08,1
L001115,C000617,4930000,12,消费贷,0,2024-11-09,0
L001116,C000165,550000,24,消费贷,30,2024-11-09,1
L001117,C000488,4680000,12,装修贷,0,2024-11-10,0
L001118,C000713,4360000,12,消费贷,0,2024-11-11,0
L001119,C000709,1720000,48,经营贷,3,2024-11-11,0
L001120,C000426,1090000,48,消费贷,0,2024-11-12,0
L001121,C000697,3540000,48,消费贷,0,2024-11-12,0
L001122,C000834,4690000,36,消费贷,10,2024-11-13,0
L001123,C000265,1840000,24,消费贷,10,2024-11-14,0
L001124,C000875,4390000,48,装修贷,60,2024-11-14,1
L001125,C000612,3680000,36,经营贷,0,2024-11-15,0
L001126,C000342,4710000,36,消费贷,0,2024-11-15,0
L001127,C000832,1980000,24,装修贷,0,2024-11-16,0
L001128,C000726,3710000,24,消费贷,0,2024-11-17,0
L001129,C000278,3730000,12,装修贷,0,2024-11-17,0
L001130,C000674,4610000,36,装修贷,0,2024-11-18,0
L001131,C000439,4970000,48,消费贷,0,2024-11-18,0
L001132,C000157,870000,24,消费贷,0,2024-11-19,0
L001133,C000422,2010000,36,消费贷,3,2024-11-20,0
L001134,C000251,3370000,48,经营贷,90,2024-11-20,1
L001135,C000878,3220000,36,经营贷,3,2024-11-21,0
L001136,C000609,2750000,24,装修贷,3,2024-11-22,0
L001137,C000530,2110000,12,经营贷,0,2024-11-22,0
L001138,C000327,3910000,36,消费贷,90,2024-11-23,1
L001139,C000961,1180000,48,消费贷,0,2024-11-23,0
L001140,C000895,1910000,24,经营贷,10,2024-11-24,0
L001141,C000097,420000,12,消费贷,60,2024-11-25,1
L001142,C000513,420000,48,经营贷,30,2024-11-25,1
L001143,C000216,3150000,48,消费贷,0,2024-11-26,0
L001144,C000132,2760000,48,消费贷,0,2024-11-26,0
L001145,C000260,3290000,36,消费贷,0,2024-11-27,0
L001146,C000125,170000,24,经营贷,0,2024-11-28,0
L001147,C000082,2830000,48,消费贷,0,2024-11-28,0
L001148,C000283,4310000,36,经营贷,0,2024-11-29,0
L001149,C000683,2580000,24,消费贷,0,2024-11-29,0
L001150,C000059,630000,24,经营贷,0,2024-11-30,0
L001151,C000544,620000,36,经营贷,3,2024-12-01,0
L001152,C000161,1000000,36,消费贷,0,2024-12-01,0
L001153,C000284,190000,48,经营贷,0,2024-12-02,0
L001154,C000106,170000,24,消费贷,3,2024-12-02,0
L001155,C000105,3250000,12,消费贷,0,2024-12-03,0
L001156,C000439,4230000,36,消费贷,30,2024-12-04,1
L001157,C000228,4660000,24,经营贷,0,2024-12-04,0
L001158,C000700,3730000,24,装修贷,0,2024-12-05,0
L001159,C000582,2460000,48,经营贷,0,2024-12-06,0
L001160,C000318,2510000,12,经营贷,0,2024-12-06,0
L001161,C000464,4550000,48,经营贷,0,2024-12-07,0
L001162,C000802,810000,12,消费贷,0,2024-12-07,0
L001163,C000599,390000,12,装修贷,0,2024-12-08,0
L001164,C000882,360000,36,消费贷,0,2024-12-09,0
L001165,C000874,4240000,24,装修贷,0,2024-12-09,0
L001166,C000472,4290000,24,经营贷,0,2024-12-10,0
L001167,C000056,3880000,24,经营贷,0,2024-12-10,0
L001168,C000625,4860000,12,经营贷,0,2024-12-11,0
L001169,C000013,4090000,24,消费贷,0,2024-12-12,0
L001170,C000440,1970000,36,经营贷,0,2024-12-12,0
L001171,C000018,1580000,12,消费贷,0,2024-12-13,0
L001172,C000694,2040000,12,经营贷,10,2024-12-13,0
L001173,C000973,1960000,12,经营贷,0,2024-12-14,0
L001174,C000113,2160000,12,装修贷,3,2024-12-15,0
L001175,C000229,2850000,36,经营贷,10,2024-12-15,0
L001176,C000171,4570000,24,消费贷,0,2024-12-16,0
L001177,C000295,1960000,36,消费贷,0,2024-12-16,0
L001178,C000189,3070000,24,经营贷,60,2024-12-17,1
L001179,C000426,1520000,36,消费贷,10,2024-12-18,0
L001180,C000977,140000,48,消费贷,0,2024-12-18,0
L001181,C000079,3250000,48,装修贷,3,2024-12-19,0
L001182,C000658,1460000,48,经营贷,10,2024-12-20,0
L001183,C000919,4260000,48,经营贷,0,2024-12-20,0
L001184,C000182,570000,12,消费贷,30,2024-12-21,1
L001185,C000499,2110000,12,经营贷,0,2024-12-21,0
L001186,C000798,2680000,36,消费贷,0,2024-12-22,0
L001187,C000762,2100000,36,经营贷,90,2024-12-23,1
L001188,C000866,170000,48,消费贷,10,2024-12-23,0
L001189,C000826,2860000,24,装修贷,0,2024-12-24,0
L001190,C000708,3440000,48,消费贷,0,2024-12-24,0
L001191,C000835,2030000,36,消费贷,0,2024-12-25,0
L001192,C000071,990000,48,经营贷,3,2024-12-26,0
L001193,C000248,2790000,36,经营贷,0,2024-12-26,0
L001194,C000146,2090000,48,消费贷,60,2024-12-27,1
L001195,C000618,1290000,24,经营贷,10,2024-12-27,0
L001196,C000775,3350000,48,消费贷,0,2024-12-28,0
L001197,C000296,2880000,24,装修贷,0,2024-12-29,0
L001198,C000582,2520000,24,装修贷,0,2024-12-29,0
L001199,C000470,2650000,36,消费贷,0,2024-12-30,0
L001200,C000506,2710000,24,装修贷,0,2024-12-31,0
